Employee ID,First Name,Last Name,Age,Gender,DOB,Date Joined,Date Resigned,Department,Salary,Performance level
285,Angela,Sullivan,37,Man,07 Nov 1956,2020-04-06,2021-07-09,Engineering,143251,Outstanding
286,madison ,Bridges,18,N/A,05 Oct 1975,2023-03-23,2023-11-17,IT,183348,5
287,Cynthia,murray ,,Decline to comment,2013-03-01,2020-02-12,2022-05-07,HR,148300,1
288,Joanna,Vega,51,Man,19 Sep 2019,2023-07-23,2024-11-22,IT,157521,2
289,Tamara,Jackson,22,Decline to comment,23 Jun 2022,2021-09-02,2025-02-07,Finance,161379,2
290,,Bullock Smith,,N/A,1991-12-07,2023-07-17,2023-12-20,Finance,172469,3
291,Elizabeth, smith,70,Male,20 Mar 1936,2020-02-12,2021-09-03,Operations,4237,Exceeds
292,William,Ward,31,Woman,25 Oct 1923,2022-11-12,2025-08-29,IT,66387,Meets
293,Todd,Wilson,55,Decline to comment,14 Aug 2007,2022-10-16,2025-10-28,Finance,174024,Needs Improvement
294,Traci,Barnett,61,Woman,1987-06-20,2024-04-18,2026-04-24,Customer Service,107065,4
295,Jonathan,Bell,35,Decline to comment,2021-04-04,2021-06-08,2024-05-05,Finance,66488,Meets
296,,Vargas Schroeder,66,Female,16 Feb 1992,2022-02-11,2023-10-31,Marketing,111532,3
297,David,Myers,53,Woman,30 Aug 2017,2021-09-18,2022-09-12,IT,129405,1
298,Olivia,Rowland,30,M,29 Oct 1967,2023-11-22,2026-06-06,IT,127012,5
299,Brittany,green ,66,M,1953-09-11,2022-09-26,2024-02-18,Customer Service,195264,Outstanding
300,nancy ,Clayton,41,Boy,,2024-11-14,2026-10-13,IT,134910,Needs Improvement
301,Danielle, ward,25,Girl,1915-12-12,2023-11-30,2024-04-06,Sales,104225,Outstanding
302,Mark,Cross,38,Girl,04 Apr 1930,2024-03-29,2024-05-26,Sales,122113,Outstanding
303, Jerry,Love,,F,16 Mar 1989,2021-06-23,2021-10-23,HR,76522,3
304,Brian,Patterson,31,Boy,2011-08-20,2023-10-28,2026-02-10,Marketing,137736,5
305,John,George,70,Decline to comment,,2024-09-24,2028-06-03,Customer Service,45438,5
306,Daniel,May,33,F,12 Mar 1935,2022-04-27,2024-01-25,Finance,125743,Exceeds
307,Kelly,Myers,36,N/A,23 Dec 2002,2023-11-22,2027-04-07,IT,173238,Below
308,Victor,solis ,32,M,2011-09-12,2023-04-19,2025-06-16,Sales,173521,4
309,,Pope Gibson,67,Female,07 Jul 1947,2021-04-29,2021-08-22,Engineering,51153,4
310,,Faulkner Holt,57,Woman,22 Sep 1922,2022-10-18,2023-02-24,Customer Service,93818,3
311, Thomas,Gonzalez,25,Boy,07 Aug 1934,2021-03-05,2022-06-21,HR,97771,Needs Improvement
312,Daniel,Burton,22,Woman,08 Aug 1963,2020-02-13,2022-01-22,Engineering,94282,Exceeds
313,Lori,Williams,40,M,1917-12-12,2022-09-14,2024-08-12,Finance,40076,2
314,Paula,King,42,Male,1974-06-28,2021-08-20,2022-10-17,Marketing,9069,Below
315,William,Bailey,42,Decline to comment,1915-04-19,2021-04-20,2024-10-28,Sales,51430,1
316,David, adams,48,Male,16 Mar 2005,2021-03-23,2023-06-06,Operations,135108,Below
317,Jerry,bradley ,53,Boy,1910-09-02,2023-05-15,2024-05-08,IT,149742,1
318, Julie,Koch,58,M,1950-10-20,2020-10-03,2021-06-02,Customer Servic,50920,3
319,Gregory, murphy,27,M,,2023-07-07,2026-11-09,Sale,135903,3
320,Joe, white,51,Woman,16 Jul 1975,2023-12-13,2027-05-10,HR,101002,4
321,William,Bell,,N/A,17 Mar 2024,2020-06-04,2022-03-18,HR,92233,Exceeds
322,dorothy , williams,38,N/A,1914-01-15,2023-07-11,2026-10-01,Finance,186965,Exceeds
323,Jack,Bryant,43,F,1922-08-21,2020-04-05,2021-08-03,IT,51676,3
324,Johnny,Hughes,41,Woman,1927-08-09,2022-02-25,2025-11-01,Customer Service,135838,Meets
325,,Gonzalez Hill,57,N/A,1942-07-10,2021-06-14,2023-10-15,IT,113928,1
326,crystal ,allen ,53,F,22 Mar 1976,2021-06-21,2023-11-19,Sales,45015,5
327,Michael Bryce,,53,F,,2024-12-04,2026-02-11,Operations,158052,Meets
328,Robert,Butler,24,N/A,17 Apr 1986,2022-06-06,2025-10-28,Marketing,52517,5
329,Thomas,King,60,Girl,2023-05-11,2021-03-11,2024-12-22,IT,151302,3
330,Daniel,Mcguire,65,Girl,05 Jun 2002,2021-11-07,2022-01-24,Engineering,4199,Needs Improvement
331,Michael, knox,69,Decline to comment,19 Aug 2010,2023-06-15,2025-11-10,Finance,123819,1
332,Ashley,Wilson,42,N/A,,2022-07-13,2025-05-10,Sales,65164,1
333,Tracy, kim,63,Decline to comment,05 Sep 1919,2023-11-29,2026-08-11,Operations,110214,Below
334,Janet,Johnson,52,F,24 Jan 1998,2020-10-12,2022-06-14,H,83361,Meets
335,Jasmine, baldwin,41,M,1992-06-22,2021-07-30,2023-07-09,IT,68080,4
336,Jennifer,Mcguire,30,Decline to comment,1911-01-05,2022-04-13,2023-06-25,Marketing,166560,Below
337,Matthew,Johnston,,Male,22 May 1913,2021-07-04,2022-05-02,Customer Service,104281,Exceeds
338,Anthony,Dillon,34,Woman,03 Sep 1972,2023-04-15,2026-09-10,Sale,14828,4
339,Veronica,Moran,27,Girl,1937-04-02,2021-12-17,2024-04-27,IT,130085,5
340,Tyler,Bray,18,Male,1959-01-15,2020-03-13,2020-06-13,Financ,63592,3
341,John,Mullen,44,Girl,1984-05-12,2023-07-24,2025-07-06,Marketing,155120,2
342,Charles,hodges ,22,Girl,04 Mar 1937,2023-02-24,2025-10-28,Marketing,176789,1
343,Christopher,Davis,45,Male,1941-03-08,2022-07-10,2024-10-04,HR,124125,2
344,,Barnes Johnson,67,F,17 Jun 1981,2022-12-04,2025-06-02,Marketing,38709,Exceeds
345,Timothy,Valdez,61,Boy,,2022-07-07,2025-09-26,Sales,51870,Meets
346,Kevin,Freeman,,Woman,01 Mar 1966,2024-07-18,2028-04-23,Operations,190926,1
347,Christina,Wyatt,28,Boy,28 Dec 2001,2023-11-17,2026-03-12,Financ,67212,Meets
348,Victor,Pham,26,Male,02 Feb 1932,2023-01-16,2025-09-12,Operations,40785,4
349,james ,Lee,63,Man,1978-08-21,2022-09-16,2025-12-14,IT,82582,Below
350,Robert,mcmahon ,,Female,13 Apr 1999,2020-08-01,2023-10-05,Engineering,125649,4
351,Kristin,Lowe,25,N/A,01 Aug 2015,2022-11-20,2024-08-08,IT,72046,Needs Improvement
352,mitchell ,orr ,64,M,1948-07-08,2022-12-02,2025-10-21,Customer Service,83104,2
353,Kevin,Harrell,30,Boy,1939-04-19,2023-06-06,2025-08-17,Engineering,171199,5
354,Thomas,Smith,,F,12 Apr 1960,2021-09-28,2025-01-05,Finance,2521,3
355,Wendy,Clarke,21,Boy,1962-01-22,2021-05-23,2023-08-19,engineeringing,173084,Exceeds
356, Christopher, duran,,F,1914-01-01,2023-03-07,2026-11-11,Sales,68491,Below
357,Jason,Reese,57,Girl,1950-01-21,2020-01-14,2023-10-14,IT,143549,Needs Improvement
358,Michael,Harris,45,Male,1920-10-14,2021-01-06,2023-09-13,Customer Service,50952,Outstanding
359,Amy,Edwards,36,F,1923-07-09,2022-03-04,2024-06-23,Engineering,32405,Meets
360,Nicholas,Garcia,57,Female,27 Oct 2019,2023-12-07,2026-11-29,IT,6417,Needs Improvement
361,Vincent,Monroe,61,N/A,,2024-11-06,2025-10-25,Marketing,120926,5
362, Manuel,Torres,,Man,23 Apr 2013,2021-10-05,2024-07-05,Operations,5536,Outstanding
363,Dakota,Taylor,50,Female,27 Jan 1918,2023-03-16,2024-03-24,Operations,125050,Exceeds
364,Madeline,Sellers,38,M,1940-11-11,2021-06-22,2024-05-25,IT,48447,4
365,Kayla,Phillips,32,F,,2022-07-28,2024-05-09,Customer Service,193284,Meets
366,Andrew,Chen,50,Boy,,2023-11-21,2025-10-22,Engineering,87606,Below
367, Jonathan, tran,29,N/A,14 Aug 2021,2023-08-08,2027-08-03,Finance,16497,Outstanding
368,tiffany ,Obrien,,M,1928-01-06,2021-05-09,2023-06-28,Engineering,130692,Meets
369,Laura,Williams,26,Man,,2020-03-25,2023-04-04,Finance,194325,4
370,Cole,Glover,19,F,15 Aug 1931,2022-05-21,2023-02-12,IT,165978,1
371,Bryan,Lopez,61,Boy,2016-12-12,2020-12-14,2024-08-31,Engineering,33705,Needs Improvement
372, Natalie, murillo,30,Boy,2009-05-03,2024-04-19,2027-11-19,Sales,56406,3
373,James,jimenez ,52,Decline to comment,16 Dec 1947,2024-01-04,2025-10-04,IT,166935,3
374,Katelyn,Cox,21,Girl,11 Dec 2020,2023-11-04,2024-05-21,Operations,53993,Exceeds
375,Robert,Hill,49,Male,11 Jun 1978,2020-01-28,2023-03-03,Operations,139692,Below
376,Jennifer, roberts,55,Male,2015-03-25,2024-02-05,2027-03-16,Marketing,156079,5
377,monica ,Livingston,,Boy,2014-08-20,2024-05-09,2027-11-06,Operations,72391,Below
378,,Reilly Stephens,41,Decline to comment,1910-06-30,2023-09-17,2027-02-07,Marketing,132732,Needs Improvement
379,Dustin,Wang,30,Decline to comment,08 Sep 1986,2022-09-26,2025-08-03,Engineering,55902,Meets
380,David,Howell,31,F,,2023-05-22,2023-07-24,Operations,110179,Outstanding
381,Gail, valdez,24,Girl,1908-10-01,2021-12-13,2023-03-22,Marketing,134653,Outstanding
382,Sheila,Perez,19,Decline to comment,2004-10-25,2022-08-13,2025-12-04,Finance,107643,5
383,Amy,miller ,41,Boy,08 Jun 1920,2022-02-20,2025-08-22,Operations,175029,2
384,Daniel, patterson,29,Girl,21 Feb 1963,2022-05-26,2023-10-16,IT,69957,Needs Improvement
385,Karen,Collins,36,Woman,12 Sep 1941,2022-04-05,2024-04-25,H,31216,Meets
386,Kyle, reynolds,47,Male,17 Dec 1941,2024-07-18,2025-05-09,Sales,179071,Meets
387,Calvin,Jordan,44,Woman,1973-05-10,2021-07-10,2024-05-01,IT,161223,Outstanding
388,lindsay ,Thompson,56,Male,,2022-05-27,2023-09-01,Operations,122265,Below
389,Debra,Mckay,,Decline to comment,28 Dec 1957,2021-07-01,2021-11-30,Sales,175230,Outstanding
390,Barbara,Henderson,,Boy,28 Sep 1985,2022-12-08,2024-03-05,Operations,92397,Meets
391,Lauren,Gardner,45,Man,12 Dec 1933,2020-03-29,2021-05-15,engineeringing,9985,1
392,Jeffery,lawson ,58,N/A,21 Sep 2006,2022-09-30,2026-02-19,Marketing,12738,Outstanding
393,Darren,Anthony,62,Man,07 Feb 1969,2021-10-03,2024-03-01,Sales,165157,Needs Improvement
394, Jason,Barrett,24,M,,2024-03-30,2024-05-14,IT,16112,1
395,Harry,Hart,18,Girl,1924-03-04,2023-05-29,2024-01-30,Operations,99676,1
396,Tanya,Gardner,18,Male,29 May 1933,2024-07-06,2027-07-16,HR,40814,4
397,Gary,Hall,21,F,,2020-10-01,2023-12-03,Operations,122462,2
398,Megan,Mendez,47,Decline to comment,,2021-08-26,2022-06-25,IT,112965,Below
399,James,patton ,58,M,18 May 1969,2022-09-17,2025-12-27,Engineering,163027,Meets
400,Breanna,Grant,59,Woman,12 Sep 1999,2023-04-17,2025-06-25,Financ,156047,Below
401, Crystal,Chen,50,N/A,1962-09-24,2023-10-25,2024-03-07,IT,127796,3
402,Christopher,myers ,46,Decline to comment,18 Jul 1943,2021-03-23,2023-01-15,Sales,193684,3
403,Sarah,Washington,44,Female,1932-07-31,2020-01-19,2022-11-20,HR,78886,Outstanding
404,Craig,Dudley,63,Boy,1954-09-08,2022-05-06,2024-12-11,Customer Servic,128623,1
405,Julie,Gibson,43,Girl,25 Aug 1986,2020-03-29,2023-01-29,Marketing,40930,2
406,Tina,Benson,62,Girl,25 Feb 1910,2024-07-24,2025-01-31,IT,185699,1
407,Robert,Allen,62,Boy,16 Apr 1926,2021-07-18,2023-05-08,IT,73109,3
408,Thomas,davis ,66,Male,,2023-05-25,2025-06-05,IT,132267,Meets
409,Amanda,Ruiz,53,Decline to comment,2014-01-23,2024-05-31,2027-05-03,Marketing,139173,1
410,Ricardo,Johnston,50,Woman,2006-10-06,2020-03-11,2022-05-24,Marketing,145817,Below
411,Michael,Garner,,Male,22 Nov 1937,2022-07-20,2023-03-29,IT,59518,4
412,James,Johnson,22,F,12 Jul 2005,2022-10-12,2025-09-26,HR,93992,Meets
413,amanda ,Allen,62,Man,2011-12-24,2024-06-19,2027-04-02,Finance,103772,1
414,Denise Gerald,,43,Man,,2024-06-27,2025-12-29,Operations,161842,1
415,Angela,lam ,39,Woman,,2024-11-19,2028-05-12,Operation,109774,Exceeds
416,Gina,Bonilla,22,Woman,1916-10-18,2021-05-27,2021-11-01,Customer Service,137832,Meets
417,Tyler,Cordova,29,Boy,,2021-11-15,2023-09-24,Engineering,31919,Needs Improvement
418,madison ,Roberson,58,Man,1954-03-30,2021-01-28,2024-02-11,Operation,191084,Below
419,Tiffany,Garrett,27,Boy,17 Dec 2012,2022-05-18,2023-12-10,Operations,13472,3
420,,Knox Anderson,35,Man,25 Sep 1995,2023-09-27,2025-07-08,HR,163150,3
421,Rebecca,Thomas,52,Female,1914-04-13,2021-08-11,2023-07-07,Customer Service,64730,4
422,Matthew,Lewis,41,Man,1989-01-29,2023-07-05,2024-08-13,IT,55115,3
423,John, johnson,43,Female,30 Dec 1982,2020-07-28,2024-06-16,Operations,100040,Outstanding
424,David,Silva,52,Girl,13 Oct 1919,2020-03-02,2020-04-20,Finance,35262,3
425,William,Yang,64,M,1908-11-25,2024-05-08,2025-04-16,Sales,84235,Exceeds
426,Donald,Hill,59,M,1989-09-13,2020-05-25,2023-12-09,Operations,132242,1
427,Michael,Benson,45,Decline to comment,26 Oct 2023,2020-12-06,2024-01-21,Customer Service,159856,1
428,,Rodgers Curtis,51,Boy,12 Jun 1999,2022-04-11,2023-05-09,Finance,151195,2
429,Jason Ryan,,19,Man,16 Dec 1913,2022-03-09,2024-06-19,HR,121297,5
430,Kayla,Reese,22,F,1917-12-15,2022-10-23,2025-07-19,Engineering,121264,Exceeds
431,Kristin,Diaz,57,Boy,1954-03-18,2021-12-02,2025-05-15,IT,177049,Meets
432,Mark,Jones,23,Girl,2021-02-16,2024-03-12,2025-09-18,Operations,105387,Below
433,,Holland Brown,46,Decline to comment,,2020-04-17,2020-09-22,Finance,66156,Exceeds
434,Destiny,Davis,20,Girl,,2020-05-12,2020-09-26,Customer Service,95422,Outstanding
435,John,Reese,52,Boy,1941-06-02,2024-12-15,2028-08-07,Marketing,107269,3
436,Christopher,Jones,44,Man,,2022-03-12,2025-12-27,Marketing,41909,3
437,Tommy,Arnold,23,N/A,1949-05-19,2024-01-17,2025-08-23,HR,12759,4
438, Linda,Johnson,28,Man,1961-10-13,2020-04-11,2020-11-12,Operation,58066,1
439,Vicki,Oneill,22,M,1912-07-05,2024-05-15,2027-01-30,Operations,137480,4
440,James,Booker,61,F,,2023-04-16,2026-02-22,Sales,141049,Below
441,Stacy,Clark,43,Male,,2024-08-21,2026-06-16,Customer Service,30887,2
442, Michael,Clarke,24,F,15 Jul 1939,2020-04-29,2021-05-09,Operations,3057,Exceeds
443,Wanda,Scott,46,Male,,2020-09-02,2024-05-12,IT,6575,Below
444,janice ,Walls,33,Male,04 Aug 1916,2021-09-26,2023-03-19,Engineering,15004,Meets
445,,Vargas Carlson,56,Boy,24 Dec 2020,2023-05-05,2024-04-16,Operations,58160,Exceeds
446,jasmine ,Walker,64,Woman,1983-09-09,2021-10-31,2022-02-22,HR,135386,Meets
447,,Ford Smith,37,Man,1967-09-10,2020-07-23,2021-01-01,Operations,189493,Needs Improvement
448, Shane,Simpson,33,Female,19 Mar 1968,2022-10-16,2024-04-23,Sales,158719,3
449,James,Matthews,53,Girl,2018-05-29,2021-07-26,2022-09-03,Sales,56214,Outstanding
450,Joseph,Huang,19,Female,1994-01-24,2020-10-03,2024-03-24,IT,74571,3
451,Tyler,Yu,34,Decline to comment,,2023-07-23,2026-11-12,Customer Service,198119,Outstanding
452,John Ashley,,68,N/A,2017-07-21,2021-04-17,2023-08-26,Finance,69947,3
453,Juan,lewis ,31,F,11 Mar 1977,2024-07-16,2024-12-22,Operations,111765,Outstanding
454,Margaret,Salazar,18,Boy,04 Nov 1954,2020-11-29,2024-08-10,IT,127176,5
455, Carolyn,Benjamin,23,M,2007-02-22,2021-11-13,2022-05-23,Engineering,85927,Meets
456,Shirley,Byrd,61,Woman,1964-04-07,2021-04-27,2023-09-21,H,137932,2
457,Alyssa,Cox,26,Boy,1952-03-03,2022-07-13,2023-03-10,I,55521,Needs Improvement
458,Andrew,Gardner,55,Male,1922-08-06,2020-03-09,2022-03-20,IT,148776,2
459,matthew ,Nelson,47,Woman,15 Mar 1976,2022-06-13,2023-04-23,Customer Service,85807,5
460,Cassandra,Smith,44,Woman,1955-05-20,2021-04-10,2022-03-13,Engineering,137111,5
461,Paul,Adkins,59,F,,2022-05-04,2024-07-13,Engineering,60854,Meets
462,Anna,Rodriguez,47,Female,2013-04-01,2020-10-27,2021-08-02,Sale,175179,Meets
463,Paul,Williams,41,Girl,25 May 1948,2023-06-15,2023-12-11,HR,38363,5
464,Elizabeth,Little,60,Woman,30 Sep 1939,2021-10-29,2023-03-04,Operations,158740,1
465,Natalie,Jones,59,Female,2021-11-26,2023-06-12,2024-01-13,Operation,50721,Exceeds
466,Austin,Stanley,58,Male,1912-11-14,2024-06-03,2028-04-10,Customer Service,136051,4
467,Deborah,Morton,,M,1940-06-24,2020-01-13,2023-10-20,Finance,163985,4
468,,Lopez Jones,,N/A,,2020-06-17,2022-07-26,Sales,139230,Below
469,charles ,Lindsey,29,Man,06 Nov 1991,2020-01-25,2022-03-07,HR,37582,Below
470,Michelle,Thompson,62,Female,1926-03-10,2022-09-02,2025-08-22,HR,71144,Below
471,Sharon,Johnson,45,Boy,,2020-08-02,2022-05-14,IT,87302,Below
472,Christopher,Farrell,37,N/A,14 Aug 1915,2023-01-31,2023-10-18,HR,46469,2
473,Michael Deborah,,68,Decline to comment,1953-10-01,2020-03-21,2021-04-18,Sales,13839,5
474,Sara,Harper,40,M,29 Jun 1953,2023-03-12,2024-01-04,Engineering,136235,Meets
475,Deanna,martinez ,25,Girl,23 Oct 1965,2021-11-20,2023-06-21,Customer Service,184360,Exceeds
476,Ronald,Clark,44,N/A,1986-04-24,2020-08-03,2023-11-27,Operations,139474,Below
477,shawn ,Williams,,Decline to comment,,2021-12-12,2025-05-10,Marketing,68248,5
478,Melissa,Swanson,35,Woman,30 Jun 2009,2023-05-25,2027-03-05,Operations,189505,5
479,Angelica,Jones,66,Girl,03 Apr 2002,2022-08-29,2023-01-27,Finance,118853,4
480,Craig,Ochoa,21,F,27 May 1986,2020-08-29,2020-10-30,HR,96653,3
481, Angela,Cross,24,Man,27 Oct 2007,2020-10-06,2022-09-02,Sales,149326,Meets
482,Walter,Reed,48,N/A,,2021-05-11,2022-11-05,Customer Service,73481,5
483,Anthony,Robinson,43,M,1995-03-28,2022-01-02,2022-05-22,Customer Service,156135,Meets
484,jacqueline ,brown ,24,M,1978-09-20,2023-01-26,2024-12-05,Operations,73022,Outstanding
485, Melissa,Oneill,47,Woman,1964-05-23,2023-11-29,2026-11-13,I,144212,2
486,Tiffany,James,42,N/A,1979-04-19,2020-05-06,2022-07-30,Engineering,38816,5
487,Hannah, kramer,48,M,1908-12-04,2020-08-10,2023-08-29,IT,155247,Outstanding
488,Yvonne,barber ,33,Woman,02 Dec 1958,2021-03-22,2024-01-09,Marketing,115343,3
489,Jerry,Jenkins,56,Male,27 Sep 1945,2023-12-20,2026-02-14,Finance,157029,3
490,Valerie,cowan ,,Woman,1913-07-03,2022-07-11,2024-01-01,Customer Service,162189,5
491, Lindsey, ferrell,27,Woman,04 Jun 2002,2021-12-24,2023-08-15,Operation,97976,Meets
492,Corey,Lopez,,Boy,11 Oct 1943,2020-02-18,2023-07-07,H,8880,Outstanding
493,Nancy,dominguez ,67,F,10 Oct 1927,2022-04-19,2024-10-13,Marketing,11606,2
494,Patrick,Salazar,70,M,2022-01-11,2021-08-04,2022-05-29,IT,183081,5
495,Robert,Martin,42,Boy,2024-04-07,2024-05-23,2024-11-14,Finance,60918,2
496,Evan,Burnett,21,Girl,1945-09-13,2024-01-01,2027-02-10,HR,167725,3
497,Michael,Williams,44,Boy,1915-01-28,2020-08-30,2023-09-26,Marketing,156569,4
498,matthew ,thomas ,66,Boy,07 Mar 1922,2021-10-18,2022-02-03,Sales,149943,Needs Improvement
499,Sergio,Beck,31,Female,,2023-12-20,2026-11-02,HR,157417,Below
500,James,Andersen,,Boy,20 Aug 1978,2021-05-04,2024-07-13,Marketing,171914,Below
501,Kathy,Johnson,32,Female,2014-09-23,2023-08-06,2024-11-13,I,145448,5
502,Robert,Griffin,48,Woman,,2021-03-16,2023-07-02,Finance,53795,1
503,Manuel,Johnson,67,M,28 Jan 2018,2021-05-04,2023-12-14,HR,194293,3
504,Shelby,king ,53,Man,17 Aug 1944,2024-04-13,2025-11-23,Finance,69912,4
505,Kara,Hendricks,38,F,1959-04-16,2024-04-17,2025-12-15,Customer Service,131427,4
506,Carlos, martin,30,Decline to comment,1963-03-02,2024-08-11,2027-08-22,Sales,192887,4
507,Alexander,Jacobs,47,Boy,1991-12-23,2020-03-19,2022-08-22,Engineering,68617,2
508,Robert Daniel,,35,Woman,07 Jun 1947,2022-06-18,2023-06-22,Finance,12071,Meets
509,Allison,Donovan,44,M,1953-03-25,2020-11-24,2021-01-30,Customer Service,60060,Below
510,Shari,Sanchez,70,Man,14 Nov 1978,2021-07-25,2022-07-18,Finance,41698,Meets
511,Robert,shields ,29,F,1988-11-30,2020-02-04,2020-11-30,Finance,58589,Needs Improvement
512,samantha , payne,58,Girl,1970-08-02,2021-03-12,2021-04-14,HR,39306,Below
513,Laura,Taylor,28,M,1974-05-29,2021-09-22,2024-03-26,HR,84757,5
514,Elizabeth,Rowland,56,Woman,16 Aug 1971,2024-08-14,2027-11-14,IT,125042,4
515,John,Rodriguez,,Woman,2010-07-02,2023-09-19,2026-01-26,Engineering,99403,1
516,Courtney,Wright,22,N/A,2016-09-16,2020-02-24,2020-06-24,HR,113530,Meets
517,Emily,Gonzalez,30,Boy,19 Feb 1930,2023-03-05,2024-04-01,Marketing,198840,1
518,Michael,Calderon,32,Woman,2011-01-27,2024-11-21,2028-11-05,Finance,154093,3
519,,Mack Hall,66,F,1980-11-10,2022-01-26,2025-06-27,Operations,120725,2
520,Sarah,Porter,28,Boy,1943-04-17,2020-06-02,2024-01-19,Finance,161207,4
521,bradley , smith,20,Decline to comment,05 Jan 2000,2020-10-28,2024-03-16,HR,37658,Meets
522,Anthony,Armstrong,22,Male,12 Jan 1989,2024-01-11,2025-02-17,Sales,94302,Below
523,James,Moore,33,Woman,1987-05-04,2022-03-19,2022-05-08,Finance,60744,3
524,douglas ,Li,40,Boy,1961-05-29,2022-02-08,2023-02-24,Finance,125629,5
525,Jon,Pearson,38,M,19 Dec 1963,2021-02-20,2021-06-10,IT,33656,Exceeds
526,,Stark Pitts,,Man,21 Jan 1921,2023-07-26,2027-05-10,IT,2656,Exceeds
527,jason ,Newman,40,Girl,2014-04-10,2024-10-27,2025-10-15,Engineering,145109,Exceeds
528, Lee,Peck,18,F,1937-03-29,2020-11-16,2023-05-08,Customer Service,193440,3
529,Justin,Castro,,Woman,30 Nov 1917,2021-07-08,2022-10-31,Marketing,140756,2
530,,Jenkins Vaughn,22,Girl,1908-10-18,2024-04-09,2028-01-07,Sales,181148,2
531,robert ,Gallagher,47,Female,04 Sep 2011,2024-01-31,2025-04-27,HR,45632,1
532,Joan,Moore,28,N/A,19 Sep 1958,2022-12-25,2025-02-25,Finance,4935,Meets
533,megan ,Mayo,44,Boy,14 May 1920,2024-06-04,2026-09-18,Customer Service,168064,2
534,Michael,colon ,60,Female,,2020-09-15,2021-03-02,Engineering,6876,1
535,david ,Carlson,33,Man,22 Feb 1985,2023-09-09,2025-10-13,Operations,165237,2
536,Melissa,Noble,70,Female,2016-02-10,2023-01-31,2026-07-17,HR,174889,3
537,Scott,Smith,,Man,,2020-07-11,2023-03-04,HR,176518,1
538,Kevin,reeves ,32,Woman,05 Feb 1987,2021-02-03,2023-10-16,Finance,150995,1
539,Susan,Johnson,53,N/A,2014-10-22,2021-09-14,2021-10-15,IT,10995,1
540,Emma,Sullivan,,Woman,1928-03-03,2022-05-28,2026-03-22,Operation,36720,3
541,Mark,Bass,50,Woman,28 Jan 1981,2023-03-08,2023-04-30,Engineering,45418,Needs Improvement
542,Tracy,Sanchez,66,M,17 Mar 1919,2023-04-11,2025-08-14,IT,5597,2
543, Theresa, smith,40,Male,2015-08-24,2022-12-12,2025-03-01,Sales,70035,2
544,Shari,Gilbert,29,Boy,1998-04-16,2024-07-19,2026-09-02,Financ,12254,1
545,Roy,Payne,52,Decline to comment,19 Sep 1971,2023-03-19,2025-03-06,Marketing,173434,Outstanding
546, Tina,Green,,Girl,16 Oct 1978,2020-03-18,2022-11-03,Engineering,166151,Meets
547,Brooke,Donaldson,30,Man,1964-11-23,2022-12-13,2025-10-22,Operations,199233,Meets
548,Amy Joe,,70,F,1997-05-03,2024-05-30,2026-04-04,Marketing,39072,1
549,Robert,pace ,48,Girl,13 Nov 1942,2021-08-23,2024-01-26,Operations,186723,Meets
550,Kenneth, green,,N/A,1923-05-26,2021-03-20,2023-07-26,Operations,44099,Meets
551,Andre,Rush,,Boy,1948-11-25,2020-06-13,2023-01-03,Finance,115084,Needs Improvement
552,lauren ,Fuentes,28,Boy,29 Apr 1980,2022-12-29,2024-09-08,IT,57517,Exceeds
553,Tammy, blackwell,69,F,1942-02-20,2024-06-27,2025-12-25,Engineering,166098,Meets
554,John,Butler,,M,02 Jul 2013,2020-01-17,2023-01-10,Finance,99352,Below
555,Billy,gonzalez ,70,Male,1945-12-01,2020-12-29,2022-12-25,Operations,150790,Meets
556,Matthew,Durham,54,Decline to comment,10 Nov 1960,2022-05-21,2023-03-28,HR,137827,Needs Improvement
557,Francisco,Williamson,56,F,08 Aug 1933,2021-07-20,2025-03-01,IT,106359,3
558,Jill,Compton,,Boy,1921-10-17,2024-06-16,2027-08-04,HR,123606,Needs Improvement
559,Jason,Serrano,45,Male,1922-09-16,2022-10-01,2023-10-09,Sales,154009,Outstanding
560,Amy,Hartman,19,N/A,23 Apr 2024,2022-04-25,2026-04-01,Sales,67737,Needs Improvement
561,Thomas,Hays,36,Female,2007-08-04,2022-04-26,2024-11-26,IT,15403,Meets
562,Kevin,Hernandez,53,Girl,1925-06-27,2021-08-01,2023-11-08,Marketing,121912,5
563,Courtney,Parker,34,Girl,19 Aug 1948,2020-10-30,2022-05-08,Marketing,194436,Outstanding
564,Erica,Harris,57,F,1928-02-10,2022-04-17,2023-05-23,Finance,57242,4
565,Brittney,White,47,M,,2024-01-04,2024-03-09,HR,150642,Below
566,Dalton,Jimenez,53,Male,03 Jun 1935,2023-06-30,2026-12-30,Customer Service,103021,1
567, Cheryl,Lee,53,Boy,16 Jul 1980,2021-06-27,2025-02-02,IT,56479,2
568,Alyssa,Lopez,60,F,12 Oct 1940,2021-10-05,2024-10-27,Sales,6051,3
569,Barbara,Wagner,38,Girl,1974-06-27,2020-10-23,2024-01-24,HR,59186,3
570,,Brown Washington,18,N/A,1969-02-01,2024-11-10,2027-03-07,Finance,54687,5
571,christopher , stuart,28,Female,1910-10-29,2023-11-17,2027-03-04,HR,72209,Outstanding
572,Cheryl,Bowman,,F,21 Aug 1969,2021-12-11,2023-05-25,Customer Service,170650,1
573,Erin,Berg,58,F,2000-03-26,2021-06-08,2021-10-27,Engineering,105296,2
